,KU296299,KU296545,KP759662,KU143802,KR105310,KR817082,KM233072,KR534516,KP759613,KU143807,KM233100,KR653303,KR817121,KX013091,KT357835,KR534526,KT725285,KR817183,KY401645,KU296745,MH121165,KU182899,MH733479,MH733482,MH733483,MH733478,MH733480,MH733485,MH733481,MH733491,MH733484,MH733487,MH733486,MH733489,MH733488,MH733477,MH733490,MH898466,KC242792,KC242793,KC242795,KC242797,KC242794,KC242798,KM519951,KP271018,MK044559,KR819004,MK044561,MK044560,KP271020,AY142960,KY425630,AF499101,KY425639,MK088515,MH613311,MH481611,MK163665,MK163661,MK163674,MK007337,MK163667,MK731988,MK731990,MK007339,MK007330,MK007341,MK163656,MK163644,MK731992,MK007329,MK007340,MK163666,MK163672,MK163670,MK163675,MK007333,MK163662,MK731986,MK731985,MK731989,MK163650,MK163647,MK163654,MK163669,MK731987,MK163658,MK163649,MK007338,MK163668,MK007332,MK007331,MK007334,MK007335,MK007336,MK163655,MK163651,MK163646,MK731993,MK163660,MK731994,MK163653,MK163652,MK163645,MK163663,MK007343,MK163673,MK007344,MK163648,MK007342,KC242784,KC242785,KC242786,KC242787,KC242790,KC242788,HQ613403,KC242789,HQ613402,KC242800,KY471124,KY471125,KU182910,NC_014372,FJ217162,MH121167,KR063673,NC_014373,MK028835,KC545393,KC545395,KC545394,KC545396,NC_039345,MK340750,MF319186,AY769362,KY798004,KY798005,KY798006,MK088530,AF522874,NC_004161,KY008770,JX477166,KY798009,AB050936,KY798008,KY798007,MF540571,FJ621585,KY798012,KY798010,FJ621584,KU182912,AY729654,MH121163,JN638998,KC545389,KC545390,KC545391,KC545392,KC589025,KT878488,MH121162,MK952150,FJ968794,KC242783,EU338380,MH121169,KT750754
KY798008,57.60,57.88,57.88,57.88,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,57.73,58.02,58.02,58.02,58.02,57.88,58.17,58.32,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.73,57.88,58.17,58.17,58.17,58.17,58.02,58.02,58.32,58.32,58.32,58.32,58.17,58.17,58.02,57.88,57.88,57.73,57.73,58.17,58.17,58.17,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,57.88,57.74,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.02,58.02,58.02,57.07,57.07,57.07,57.07,56.98,56.98,57.13,57.13,57.13,57.13,57.13,52.78,53.06,52.64,98.53,98.53,98.53,98.53,98.53,98.38,98.38,98.23,98.53,98.53,97.94,,99.86,97.05,96.46,95.87,95.87,92.92,57.86,57.86,57.86,57.86,57.72,57.72,57.72,57.72,57.58,57.86,57.86,57.86,57.72,57.86,57.86,57.86,57.58
KY798007,57.60,57.88,57.88,57.88,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,57.73,58.02,58.02,58.02,58.02,57.88,58.17,58.32,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.73,57.88,58.17,58.17,58.17,58.17,58.02,58.02,58.32,58.32,58.32,58.32,58.17,58.17,58.02,57.88,57.88,57.73,57.73,58.17,58.17,58.17,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,57.88,57.74,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.02,58.02,58.02,57.07,57.07,57.07,57.07,56.98,56.98,57.13,57.13,57.13,57.13,57.13,52.78,53.06,52.64,98.53,98.53,98.53,98.53,98.53,98.38,98.38,98.23,98.53,98.53,97.94,99.86,,97.05,96.46,95.87,95.87,92.92,57.86,57.86,57.86,57.86,57.72,57.72,57.72,57.72,57.58,57.86,57.86,57.86,57.72,57.86,57.86,57.86,57.58
MF540571,57.60,57.88,57.88,57.88,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,57.73,58.02,58.02,58.02,58.02,57.88,57.88,58.02,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.44,57.59,57.88,57.88,57.88,57.88,57.73,57.73,58.02,58.02,58.02,58.02,57.88,57.88,57.73,57.59,57.59,57.44,57.44,57.88,57.88,57.88,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.59,57.45,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.73,57.73,57.73,57.36,57.36,57.36,57.36,56.55,56.55,56.70,56.84,56.84,56.84,56.84,52.64,52.92,52.50,96.76,96.76,96.76,96.76,96.76,96.61,96.61,96.46,97.79,97.79,97.20,97.05,97.05,,97.50,94.25,94.25,91.73,58.15,58.15,58.15,58.15,58.01,58.01,58.01,58.01,57.86,58.15,58.15,58.15,58.01,58.15,58.15,58.15,57.86
FJ621585,57.02,57.30,57.30,57.30,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.15,57.44,57.44,57.44,57.44,57.30,57.59,57.73,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.15,57.30,57.59,57.59,57.59,57.59,57.44,57.44,57.73,57.73,57.73,57.73,57.59,57.59,57.44,57.30,57.30,57.15,57.15,57.59,57.59,57.59,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.30,57.16,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.44,57.44,57.44,56.92,56.92,56.92,56.92,56.12,56.12,56.27,56.41,56.41,56.41,56.41,52.21,52.50,52.07,96.17,96.17,96.17,96.17,96.17,96.02,96.02,96.02,97.20,97.20,96.61,96.46,96.46,97.50,,93.36,93.36,91.00,58.01,58.01,58.01,58.01,57.86,57.86,57.86,57.86,57.72,58.01,58.01,58.01,57.86,58.01,58.01,58.01,57.72
KY798012,56.87,57.16,57.15,57.15,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.00,57.30,57.30,57.30,57.30,57.16,57.59,57.73,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.15,57.30,57.59,57.59,57.59,57.59,57.44,57.44,57.59,57.59,57.59,57.59,57.59,57.59,57.30,57.30,57.30,57.15,57.15,57.59,57.59,57.59,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.30,57.16,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.30,57.30,57.30,56.49,56.49,56.49,56.49,56.41,56.41,56.55,56.55,56.55,56.55,56.55,53.21,53.21,53.06,95.43,95.43,95.43,95.43,95.43,95.28,95.28,95.13,95.43,95.43,94.84,95.87,95.87,94.25,93.36,,99.86,90.85,57.44,57.44,57.44,57.44,57.29,57.29,57.29,57.29,57.15,57.29,57.29,57.29,57.15,57.29,57.29,57.29,57.01
KY798010,56.87,57.16,57.15,57.15,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.00,57.30,57.30,57.30,57.30,57.16,57.59,57.73,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.30,57.15,57.30,57.59,57.59,57.59,57.59,57.44,57.44,57.59,57.59,57.59,57.59,57.59,57.59,57.30,57.30,57.30,57.15,57.15,57.59,57.59,57.59,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.30,57.16,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.30,57.30,57.30,56.49,56.49,56.49,56.49,56.41,56.41,56.55,56.55,56.55,56.55,56.55,53.21,53.21,53.06,95.43,95.43,95.43,95.43,95.43,95.28,95.28,95.13,95.43,95.43,94.84,95.87,95.87,94.25,93.36,99.86,,90.85,57.44,57.44,57.44,57.44,57.29,57.29,57.29,57.29,57.15,57.29,57.29,57.29,57.15,57.29,57.29,57.29,57.01
FJ621584,56.58,56.72,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.71,56.86,56.86,56.86,56.86,56.72,57.15,57.30,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.86,56.71,56.86,57.15,57.15,57.15,57.15,57.00,57.00,57.30,57.30,57.30,57.30,57.15,57.15,57.00,56.86,56.86,56.71,56.71,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.00,56.86,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.00,57.00,57.00,55.91,55.91,55.91,55.91,55.83,55.83,55.98,56.12,56.12,56.12,56.12,52.50,52.50,52.35,92.62,92.62,92.62,92.62,92.62,92.47,92.47,92.33,92.62,92.62,92.03,92.92,92.92,91.73,91.00,90.85,90.85,,57.01,57.01,57.01,57.01,57.15,57.15,57.15,57.15,56.72,56.86,56.86,56.86,56.72,56.86,56.86,56.86,56.58
KU182912,53.79,53.93,53.92,53.92,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.78,54.07,54.07,54.07,54.07,53.93,54.21,54.07,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.36,54.21,54.21,54.21,54.21,54.21,54.21,54.49,54.49,54.49,54.49,54.35,54.35,54.35,54.35,54.35,54.21,54.21,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.92,54.07,53.92,53.79,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.92,53.92,53.92,53.35,53.35,53.35,53.35,53.98,53.98,53.84,54.26,54.26,54.26,54.26,50.43,50.29,50.57,58.01,58.01,58.01,58.01,58.01,57.86,57.86,57.72,58.15,58.15,58.01,57.86,57.86,58.15,58.01,57.44,57.44,57.01,,100.00,100.00,99.85,99.70,99.70,99.70,99.70,99.41,95.71,95.71,95.71,95.56,95.86,95.71,95.71,95.27
AY729654,53.79,53.93,53.92,53.92,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.78,54.07,54.07,54.07,54.07,53.93,54.21,54.07,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.36,54.21,54.21,54.21,54.21,54.21,54.21,54.49,54.49,54.49,54.49,54.35,54.35,54.35,54.35,54.35,54.21,54.21,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.92,54.07,53.92,53.79,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.92,53.92,53.92,53.35,53.35,53.35,53.35,53.98,53.98,53.84,54.26,54.26,54.26,54.26,50.43,50.29,50.57,58.01,58.01,58.01,58.01,58.01,57.86,57.86,57.72,58.15,58.15,58.01,57.86,57.86,58.15,58.01,57.44,57.44,57.01,100.00,,100.00,99.85,99.70,99.70,99.70,99.70,99.41,95.71,95.71,95.71,95.56,95.86,95.71,95.71,95.27
MH121163,53.79,53.93,53.92,53.92,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.78,54.07,54.07,54.07,54.07,53.93,54.21,54.07,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.36,54.21,54.21,54.21,54.21,54.21,54.21,54.49,54.49,54.49,54.49,54.35,54.35,54.35,54.35,54.35,54.21,54.21,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.92,54.07,53.92,53.79,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.92,53.92,53.92,53.35,53.35,53.35,53.35,53.98,53.98,53.84,54.26,54.26,54.26,54.26,50.43,50.29,50.57,58.01,58.01,58.01,58.01,58.01,57.86,57.86,57.72,58.15,58.15,58.01,57.86,57.86,58.15,58.01,57.44,57.44,57.01,100.00,100.00,,99.85,99.70,99.70,99.70,99.70,99.41,95.71,95.71,95.71,95.56,95.86,95.71,95.71,95.27
JN638998,53.79,53.93,53.92,53.92,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.78,54.07,54.07,54.07,54.07,53.93,54.21,54.07,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.36,54.21,54.21,54.21,54.21,54.21,54.21,54.49,54.49,54.49,54.49,54.35,54.35,54.35,54.35,54.35,54.21,54.21,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.92,54.07,53.92,53.79,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.92,53.92,53.92,53.35,53.35,53.35,53.35,53.98,53.98,53.84,54.26,54.26,54.26,54.26,50.43,50.29,50.57,58.01,58.01,58.01,58.01,58.01,57.86,57.86,57.72,58.15,58.15,58.01,57.86,57.86,58.15,58.01,57.44,57.44,57.01,99.85,99.85,99.85,,99.56,99.56,99.56,99.56,99.26,95.71,95.71,95.71,95.56,95.86,95.71,95.71,95.27
KC545389,53.65,53.79,53.78,53.78,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.64,53.92,53.92,53.92,53.92,53.79,54.07,53.92,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.07,54.07,54.07,54.07,54.07,54.07,54.35,54.35,54.35,54.35,54.21,54.21,54.21,54.21,54.21,54.07,54.07,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.78,53.92,53.78,53.64,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.78,53.78,53.78,53.21,53.21,53.21,53.21,54.12,54.12,53.98,54.40,54.40,54.40,54.40,50.57,50.43,50.71,57.86,57.86,57.86,57.86,57.86,57.72,57.72,57.58,58.01,58.01,57.86,57.72,57.72,58.01,57.86,57.29,57.29,57.15,99.70,99.70,99.70,99.56,,100.00,100.00,100.00,99.11,95.56,95.56,95.56,95.41,95.71,95.56,95.56,95.12
KC545390,53.65,53.79,53.78,53.78,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.64,53.92,53.92,53.92,53.92,53.79,54.07,53.92,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.07,54.07,54.07,54.07,54.07,54.07,54.35,54.35,54.35,54.35,54.21,54.21,54.21,54.21,54.21,54.07,54.07,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.78,53.92,53.78,53.64,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.78,53.78,53.78,53.21,53.21,53.21,53.21,54.12,54.12,53.98,54.40,54.40,54.40,54.40,50.57,50.43,50.71,57.86,57.86,57.86,57.86,57.86,57.72,57.72,57.58,58.01,58.01,57.86,57.72,57.72,58.01,57.86,57.29,57.29,57.15,99.70,99.70,99.70,99.56,100.00,,100.00,100.00,99.11,95.56,95.56,95.56,95.41,95.71,95.56,95.56,95.12
KC545391,53.65,53.79,53.78,53.78,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.64,53.92,53.92,53.92,53.92,53.79,54.07,53.92,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.07,54.07,54.07,54.07,54.07,54.07,54.35,54.35,54.35,54.35,54.21,54.21,54.21,54.21,54.21,54.07,54.07,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.78,53.92,53.78,53.64,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.78,53.78,53.78,53.21,53.21,53.21,53.21,54.12,54.12,53.98,54.40,54.40,54.40,54.40,50.57,50.43,50.71,57.86,57.86,57.86,57.86,57.86,57.72,57.72,57.58,58.01,58.01,57.86,57.72,57.72,58.01,57.86,57.29,57.29,57.15,99.70,99.70,99.70,99.56,100.00,100.00,,100.00,99.11,95.56,95.56,95.56,95.41,95.71,95.56,95.56,95.12
KC545392,53.65,53.79,53.78,53.78,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.64,53.92,53.92,53.92,53.92,53.79,54.07,53.92,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.07,54.07,54.07,54.07,54.07,54.07,54.35,54.35,54.35,54.35,54.21,54.21,54.21,54.21,54.21,54.07,54.07,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.78,53.92,53.78,53.64,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.78,53.78,53.78,53.21,53.21,53.21,53.21,54.12,54.12,53.98,54.40,54.40,54.40,54.40,50.57,50.43,50.71,57.86,57.86,57.86,57.86,57.86,57.72,57.72,57.58,58.01,58.01,57.86,57.72,57.72,58.01,57.86,57.29,57.29,57.15,99.70,99.70,99.70,99.56,100.00,100.00,100.00,,99.11,95.56,95.56,95.56,95.41,95.71,95.56,95.56,95.12
KC589025,53.65,53.79,53.78,53.78,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.64,53.92,53.92,53.92,53.92,53.79,54.07,53.92,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.07,54.07,54.07,54.07,54.07,54.07,54.35,54.35,54.35,54.35,54.21,54.21,54.21,54.21,54.21,54.07,54.07,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.78,53.92,53.78,53.64,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.78,53.78,53.78,53.06,53.06,53.06,53.06,53.55,53.55,53.41,53.84,53.84,53.84,53.84,50.43,50.29,50.57,57.72,57.72,57.72,57.72,57.72,57.58,57.58,57.44,57.86,57.86,57.72,57.58,57.58,57.86,57.72,57.15,57.15,56.72,99.41,99.41,99.41,99.26,99.11,99.11,99.11,99.11,,95.71,95.71,95.71,95.56,95.86,95.71,95.71,95.27
KT878488,53.65,53.64,53.64,53.64,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.50,53.78,53.78,53.78,53.78,53.79,54.07,53.92,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.07,54.07,54.07,54.07,54.07,54.07,54.35,54.35,54.35,54.35,54.21,54.21,54.21,53.92,53.92,53.78,53.78,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.92,54.07,53.92,53.79,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.78,53.78,53.78,53.49,53.49,53.49,53.49,53.84,53.84,53.69,54.12,54.12,54.12,54.12,50.57,50.43,50.71,58.01,58.01,58.01,58.01,58.01,57.86,57.86,57.72,58.15,58.15,58.01,57.86,57.86,58.15,58.01,57.29,57.29,56.86,95.71,95.71,95.71,95.71,95.56,95.56,95.56,95.56,95.71,,100.00,100.00,99.85,99.85,99.70,99.70,99.56
MH121162,53.65,53.64,53.64,53.64,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.50,53.78,53.78,53.78,53.78,53.79,54.07,53.92,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.07,54.07,54.07,54.07,54.07,54.07,54.35,54.35,54.35,54.35,54.21,54.21,54.21,53.92,53.92,53.78,53.78,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.92,54.07,53.92,53.79,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.78,53.78,53.78,53.49,53.49,53.49,53.49,53.84,53.84,53.69,54.12,54.12,54.12,54.12,50.57,50.43,50.71,58.01,58.01,58.01,58.01,58.01,57.86,57.86,57.72,58.15,58.15,58.01,57.86,57.86,58.15,58.01,57.29,57.29,56.86,95.71,95.71,95.71,95.71,95.56,95.56,95.56,95.56,95.71,100.00,,100.00,99.85,99.85,99.70,99.70,99.56
MK952150,53.65,53.64,53.64,53.64,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.50,53.78,53.78,53.78,53.78,53.79,54.07,53.92,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.07,54.07,54.07,54.07,54.07,54.07,54.35,54.35,54.35,54.35,54.21,54.21,54.21,53.92,53.92,53.78,53.78,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.92,54.07,53.92,53.79,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,54.07,53.78,53.78,53.78,53.49,53.49,53.49,53.49,53.84,53.84,53.69,54.12,54.12,54.12,54.12,50.57,50.43,50.71,58.01,58.01,58.01,58.01,58.01,57.86,57.86,57.72,58.15,58.15,58.01,57.86,57.86,58.15,58.01,57.29,57.29,56.86,95.71,95.71,95.71,95.71,95.56,95.56,95.56,95.56,95.71,100.00,100.00,,99.85,99.85,99.70,99.70,99.56
